ncohort,utype,rtype,bd.sel,od.sel,bd.pts,od.pts,earlystop,overdose,poorall,ov.sel,V2
12,1,1,47.4359999999995,60.1699999999998,38.9189999999982,51.2098333333323,4.12,2.40483333333334,41.44,0.684,utpi
18,1,1,50.7079999999993,63.6459999999998,42.3307777777778,54.9165555555567,5.138,2.06155555555557,41.5539999999998,0.434,utpi
12,2,1,45.4299999999991,58.6720000000011,37.486499999998,49.0541666666668,3.674,2.08816666666667,49.7379999999999,1.234,utpi
18,2,1,47.8319999999991,61.542000000001,40.5542222222224,53.0016666666692,4.572,1.86177777777779,47.2479999999996,0.822,utpi
12,1,1,46.3319999999998,58.7580000000001,39.7306666666644,51.6233333333319,4.676,2.12783333333333,47.5279999999997,0.532,boinet
18,1,1,47.5039999999995,60.2439999999997,42.3625555555558,54.6372222222236,5.732,1.84044444444446,45.9899999999994,0.358,boinet
12,2,1,44.8079999999992,58.0880000000007,37.4543333333312,49.0318333333334,4.356,2.1225,50.6819999999994,1.344,boinet
18,2,1,46.1239999999992,60.1120000000005,39.9701111111112,52.5056666666692,5.508,1.94977777777779,48.7499999999993,1.064,boinet
12,1,1,42.3099999999992,55.4459999999992,26.8311666666648,38.9833333333316,9.244,4.7216666666667,55.8279999999975,0.546,tepi
18,1,1,45.247999999999,58.7939999999988,29.3228888888871,41.4588888888881,10.114,5.17811111111123,53.4919999999982,0.372,tepi
12,2,1,42.4039999999999,60.2879999999998,28.2736666666647,47.8034999999986,8.174,4.68950000000004,53.393999999998,1.82999999999999,tepi
18,2,1,45.3919999999995,63.7139999999996,30.9769999999982,52.3433333333335,8.862,5.13055555555568,50.7579999999987,1.224,tepi
12,1,1,45.6899999999991,59.2119999999996,35.8023333333315,48.4876666666656,6.98,2.70783333333336,41.924,0.866,boin12
18,1,1,49.193999999999,63.3399999999997,39.3203333333339,52.3792222222225,8.362,2.23833333333339,38.6139999999997,0.694,boin12
12,2,1,45.3159999999996,63.7440000000002,35.0631666666648,50.3616666666666,5.728,3.5748333333334,40.2820000000001,2.34599999999998,boin12
18,2,1,48.259999999999,67.0580000000003,38.6097777777775,54.3411111111122,7.022,3.08377777777787,36.7440000000002,1.82599999999999,boin12
12,1,1,47.2339999999996,60.1359999999995,39.9484999999977,52.5254999999987,3.122,3.19333333333335,44.5619999999997,0.56,ji3
18,1,1,49.1499999999994,62.2019999999993,43.0058888888892,55.6760000000013,4.044,2.8557777777778,42.7420000000001,0.378,ji3
12,2,1,46.0759999999994,60.7540000000001,38.1346666666644,51.3005000000001,2.942,3.29183333333335,47.1879999999992,1.69799999999999,ji3
18,2,1,48.033999999999,63.142,40.837,54.8504444444471,3.66,2.88033333333335,45.0919999999996,1.15,ji3
12,1,1,46.3399999999997,58.8619999999999,39.3051666666644,51.2106666666653,3.742,2.27366666666667,47.1559999999993,0.472,printe
18,1,1,48.9299999999995,61.6019999999997,42.6084444444446,54.6062222222235,4.616,2.00333333333334,44.3779999999996,0.282,printe
12,2,1,45.2479999999993,59.3280000000006,37.3359999999979,49.3540000000001,3.462,2.3005,49.8019999999992,1.41,printe
18,2,1,47.2999999999991,61.6540000000004,40.1498888888889,52.7862222222248,4.294,2.02177777777779,47.107999999999,1.032,printe
12,1,1,44.06,56.1640000000002,38.2211666666646,49.9189999999987,9.286,1.81666666666666,49.2759999999998,0.418,stein
18,1,1,45.8979999999999,58.144,41.1271111111113,52.919666666668,10.99,1.49377777777779,46.7579999999997,0.242,stein
12,2,1,43.2439999999994,56.2280000000009,36.5946666666648,47.6418333333335,8.314,1.81333333333333,51.5499999999998,1.168,stein
18,2,1,44.5339999999995,57.5560000000008,38.7916666666668,50.3330000000025,10.054,1.5008888888889,49.6999999999996,0.85,stein
