ncohort,utype,rtype,bd.sel,od.sel,bd.pts,od.pts,earlystop,overdose,poorall,ov.sel,V2
12,1,1,62.1633333333329,71.8800000000014,54.6141666666649,66.5049999999989,3.63,3.32638888888894,30.3900000000005,0.563333333333334,utpi
18,1,1,64.4866666666665,74.0633333333351,57.5025925925934,68.8537037037065,4.76333333333333,2.56500000000005,30.6800000000006,0.3,utpi
12,2,1,60.1433333333314,70.6866666666687,53.1747222222198,65.8866666666671,3.4,3.34916666666672,34.5166666666674,1.14666666666666,utpi
18,2,1,61.4766666666647,72.3433333333356,55.7661111111119,68.2948148148191,4.16,2.66722222222229,34.4800000000009,0.7,utpi
12,1,1,60.5399999999994,70.1333333333342,54.6833333333307,66.5155555555537,3.82,3.58694444444449,32.6600000000018,0.463333333333334,boinet
18,1,1,61.3233333333324,71.0866666666674,56.7053703703714,68.0079629629653,4.89333333333333,2.81814814814821,32.5700000000018,0.353333333333333,boinet
12,2,1,59.6499999999974,70.670000000001,52.9997222222197,66.5000000000002,3.92,3.63194444444449,34.5966666666682,1.42,boinet
18,2,1,61.2366666666637,72.8466666666681,55.2811111111119,68.6822222222263,5.02333333333333,2.8044444444445,34.033333333335,0.883333333333334,boinet
12,1,1,59.8833333333321,69.863333333334,44.8983333333314,58.5358333333306,4.2,7.09388888888894,43.0599999999986,0.51,tepi
18,1,1,61.3266666666652,71.4700000000008,48.006296296296,61.262407407408,5.09666666666667,5.72759259259276,41.8166666666652,0.323333333333333,tepi
12,2,1,60.2899999999966,72.9500000000011,45.5916666666648,66.4647222222213,3.88,7.01111111111115,41.9433333333322,1.52333333333333,tepi
18,2,1,61.496666666663,73.8900000000012,48.5172222222218,69.3209259259282,4.87333333333333,5.66740740740758,40.8666666666655,0.893333333333333,tepi
12,1,1,62.4633333333322,72.5500000000011,52.2558333333318,64.5499999999998,4.32666666666667,3.68333333333345,27.2433333333336,0.73,boin12
18,1,1,65.3599999999994,74.7900000000016,55.1161111111124,66.3987037037052,6.00666666666667,2.79537037037048,25.866666666667,0.486666666666667,boin12
12,2,1,61.7333333333297,74.8500000000018,50.9427777777767,65.6811111111123,3.9,4.58888888888899,26.9633333333342,1.92666666666666,boin12
18,2,1,63.4766666666631,76.1933333333354,53.6216666666674,67.5448148148175,5.25,3.58500000000014,26.4633333333342,1.43333333333333,boin12
12,1,1,61.136666666666,70.4733333333342,53.7486111111087,65.8302777777759,2.88333333333333,4.51750000000004,33.2666666666683,0.48,ji3
18,1,1,62.8266666666655,72.3733333333341,56.2218518518532,68.0959259259284,3.90666666666667,3.63500000000007,33.2700000000015,0.27,ji3
12,2,1,60.2999999999971,72.1400000000013,52.3086111111087,67.5580555555559,2.91333333333333,4.58916666666671,34.7966666666683,1.38333333333333,ji3
18,2,1,61.9433333333302,73.9800000000015,54.8596296296308,69.8733333333376,3.62333333333333,3.5846296296297,34.4900000000016,0.95,ji3
12,1,1,60.5866666666664,69.7633333333346,52.4752777777754,62.9116666666653,4.42,3.12611111111113,35.0733333333348,0.443333333333334,printe
18,1,1,62.0433333333328,71.3433333333346,54.9020370370372,65.4842592592607,5.64,2.63111111111115,33.9466666666685,0.276666666666667,printe
12,2,1,59.9366666666643,71.4533333333348,51.3872222222198,64.3377777777787,4.03,3.13111111111114,36.2533333333345,1.35666666666666,printe
18,2,1,60.7999999999975,72.3033333333348,53.537037037037,66.688518518522,5.21333333333333,2.64388888888893,35.4666666666681,0.926666666666667,printe
12,1,1,61.1066666666667,70.1733333333348,53.7952777777762,64.0144444444441,5.17666666666667,2.39666666666667,32.3200000000004,0.446666666666667,stein
18,1,1,62.5933333333334,71.7966666666683,56.5374074074084,66.7503703703726,7.05333333333333,1.93833333333336,31.1033333333338,0.24,stein
12,2,1,59.7966666666652,70.3200000000018,52.0941666666651,63.2452777777792,4.7,2.4113888888889,34.4933333333335,1.24666666666666,stein
18,2,1,60.996666666665,71.3633333333352,54.3761111111117,65.1824074074111,6.51,1.90759259259262,33.7800000000003,0.853333333333334,stein
