ncohort,utype,rtype,bd.sel,od.sel,bd.pts,od.pts,earlystop,overdose,poorall,ov.sel,V2
12,1,1,45.4099999999992,60.1119999999996,37.3051666666648,52.0716666666654,1.936,3.67466666666671,42.436,0.63,utpi
18,1,1,48.1359999999992,63.3979999999999,40.5017777777774,55.5495555555564,2.54,2.98877777777784,43.1079999999996,0.408,utpi
12,2,1,43.8119999999994,58.7720000000007,36.6008333333311,50.8316666666667,1.81,3.80083333333339,48.3539999999995,1.482,utpi
18,2,1,46.0379999999991,61.2940000000005,39.3835555555553,54.0877777777799,2.284,3.16666666666673,47.2899999999995,1.054,utpi
12,1,1,44.1979999999993,58.7239999999994,37.636833333331,52.258166666665,2.224,3.89283333333339,47.5899999999991,0.588,boinet
18,1,1,46.5079999999992,61.2919999999993,40.5662222222221,55.3864444444451,2.774,3.4104444444445,45.9039999999994,0.36,boinet
12,2,1,43.6359999999995,58.7560000000003,36.5441666666644,51.1518333333332,2.116,4.07500000000006,48.8739999999989,1.64199999999999,boinet
18,2,1,45.8019999999994,61.8000000000001,39.3361111111109,54.9186666666689,2.748,3.38655555555562,46.9319999999992,1.092,boinet
12,1,1,35.4800000000001,47.7200000000002,31.45,43.1966666666667,4.48,2.55333333333333,58.8400000000004,1.56,efftox
18,1,1,37.4800000000001,50.5600000000002,33.0377777777779,46.2177777777779,5.68,1.66444444444444,57.7200000000003,0.52,efftox
12,2,1,43.6400000000001,62.2000000000003,34.14,53.4433333333334,5.64,9.52333333333334,50.4000000000002,6.24,efftox
18,2,1,44.1600000000001,64.8400000000004,36.9733333333336,57.5200000000003,6.2,7.91999999999997,48.6400000000002,3.68,efftox
12,1,1,43.5379999999993,59.4399999999982,27.8808333333311,43.2701666666649,2.548,7.22916666666668,55.0839999999981,0.91,tepi
18,1,1,45.6419999999991,62.0779999999984,30.5212222222203,46.08211111111,3.312,6.90100000000022,55.8539999999989,0.538,tepi
12,2,1,43.8279999999999,62.4499999999996,28.8796666666645,50.3719999999985,2.456,7.28516666666671,53.1519999999984,2.01399999999999,tepi
18,2,1,46.0619999999994,65.2159999999995,31.9542222222202,55.1983333333331,3.042,6.95988888888912,53.4919999999992,1.432,tepi
12,1,1,44.969999999999,60.7499999999993,35.5106666666647,50.7191666666656,2.126,3.78916666666675,40.9299999999997,0.848,boin12
18,1,1,48.8479999999988,64.83,38.7304444444444,53.7733333333335,3.448,3.12255555555566,37.4819999999996,0.664,boin12
12,2,1,45.3299999999996,64.152,34.5868333333313,51.6474999999997,1.908,5.11216666666678,39.1100000000002,2.38799999999998,boin12
18,2,1,47.979999999999,67.2800000000005,37.5562222222214,54.4825555555562,3,4.07488888888905,36.8560000000004,1.76199999999999,boin12
12,1,1,44.2479999999992,58.931999999999,36.8816666666644,51.7901666666652,1.472,4.91466666666672,47.6859999999991,0.722,ji3
18,1,1,46.4639999999991,61.7999999999989,39.7316666666663,54.9926666666669,2.01,4.36577777777786,45.8239999999995,0.446,ji3
12,2,1,43.7399999999998,59.8719999999999,36.1719999999979,51.8115,1.482,5.09733333333339,48.209999999999,1.68799999999999,ji3
18,2,1,45.8419999999994,62.9379999999997,38.7816666666664,55.7395555555577,2,4.48233333333342,46.6179999999993,1.21,ji3
12,1,1,43.0959999999992,57.3819999999997,35.1308333333314,48.3686666666652,2.622,2.67783333333334,50.1459999999994,0.558,printe
18,1,1,45.1259999999992,59.9899999999996,37.9418888888885,51.7442222222226,3.428,2.53466666666669,48.331999999999,0.406,printe
12,2,1,42.7599999999996,57.9240000000005,34.6271666666647,47.886,2.636,2.72283333333334,50.6619999999993,1.438,printe
18,2,1,44.9599999999995,60.6980000000002,37.281444444444,51.7604444444464,3.23,2.55222222222225,48.7939999999989,1.118,printe
12,1,1,43.1919999999993,57.1220000000002,35.6818333333314,48.6943333333322,3.304,1.97966666666666,48.9760000000004,0.594,stein
18,1,1,45.6219999999993,60.2360000000002,38.6309999999998,52.3755555555565,4.626,1.76233333333334,46.3600000000002,0.382,stein
12,2,1,42.5219999999993,56.0900000000009,34.6818333333315,46.4208333333336,3.196,2.02483333333333,50.3840000000003,1.208,stein
18,2,1,44.825999999999,58.8940000000011,37.3308888888887,49.7812222222245,4.398,1.77922222222224,48.0860000000001,1.03,stein
