ncohort,utype,rtype,bd.sel,od.sel,bd.pts,od.pts,earlystop,overdose,poorall,ov.sel,V2
12,1,1,44.5040000000001,57.5940000000016,37.6746666666657,49.2386666666667,7.386,0.903499999999998,51.2180000000008,0.254,utpi
18,1,1,46.9280000000002,60.6800000000015,40.8746666666677,53.3117777777802,8.408,0.775111111111109,49.17,0.178,utpi
12,2,1,43.8999999999999,53.9300000000016,37.0053333333325,45.4300000000006,6.618,0.958666666666668,52.4180000000011,0.422,utpi
18,2,1,45.254,55.8620000000016,39.3074444444452,48.6940000000027,8.074,0.820999999999998,51.2680000000002,0.228,utpi
12,1,1,44.8440000000001,58.0140000000016,38.2221666666657,49.7428333333334,6.404,0.899833333333334,50.6420000000003,0.232,boinet
18,1,1,46.7420000000001,60.4680000000014,41.2303333333343,53.6257777777801,8.018,0.714555555555551,48.6119999999996,0.156,boinet
12,2,1,43.2359999999999,53.2660000000014,36.6368333333325,44.9188333333339,6.11,0.927333333333333,53.0820000000006,0.482,boinet
18,2,1,44.3740000000001,54.6780000000014,38.9977777777786,47.7951111111138,7.842,0.718999999999995,51.5299999999999,0.328,boinet
12,1,1,44.7219999999995,63.259999999999,28.6151666666644,47.4206666666652,5.864,8.36983333333341,56.423999999999,0.824,tepi
18,1,1,46.1839999999993,65.1799999999995,31.8445555555535,50.8958888888879,6.802,7.09522222222252,53.317999999999,0.428,tepi
12,2,1,44.6759999999997,63.9359999999996,29.1824999999978,51.615333333332,5.578,8.49283333333341,55.1299999999991,1.526,tepi
18,2,1,46.2679999999994,65.868,32.4068888888869,56.280555555555,6.506,7.13144444444476,52.3979999999991,0.778,tepi
12,1,1,42.8499999999991,58.2680000000008,34.0849999999986,47.23,13.074,1.8575,44.4000000000004,0.628,boin12
18,1,1,45.3599999999989,61.6180000000007,37.2275555555563,51.2917777777785,14.874,1.65444444444448,42.6720000000001,0.438,boin12
12,2,1,42.5079999999995,59.0380000000006,33.2464999999985,46.3266666666668,11.582,2.49466666666668,42.6440000000004,1.35,boin12
18,2,1,45.1779999999994,62.6120000000007,36.534666666667,50.5563333333346,13.094,2.22722222222228,39.9259999999998,0.898,boin12
12,1,1,45.5319999999999,59.7420000000008,39.2729999999985,51.9681666666663,6.742,1.2595,48.9839999999994,0.274,ji3
18,1,1,47.2479999999999,61.5820000000007,42.0020000000008,55.2037777777801,8.054,1.06588888888889,47.5399999999992,0.194,ji3
12,2,1,43.8299999999998,54.7740000000011,37.6194999999987,47.0235000000002,6.698,1.24816666666666,51.4579999999997,0.55,ji3
18,2,1,45.6679999999999,56.8480000000013,40.3616666666674,50.3920000000028,7.81,1.02077777777778,49.7639999999992,0.344,ji3
12,1,1,41.1160000000002,53.4800000000013,35.2026666666659,46.0815,12.924,0.686999999999999,55.3980000000012,0.158,printe
18,1,1,42.9220000000002,55.5400000000012,37.7306666666675,49.1025555555579,14.304,0.562999999999996,53.5520000000004,0.116,printe
12,2,1,39.9640000000001,49.0960000000011,34.0958333333326,41.5175000000005,12.476,0.667666666666667,57.0480000000012,0.364,printe
18,2,1,41.5120000000001,51.1260000000014,36.2853333333342,44.422444444447,13.836,0.539666666666663,55.6280000000007,0.262,printe
12,1,1,41.6760000000004,54.2560000000011,36.4296666666659,47.6614999999999,14.194,0.7905,53.5440000000009,0.194,stein
18,1,1,42.4340000000004,55.5260000000011,38.2325555555565,50.3194444444468,16.638,0.606555555555552,52.6360000000005,0.146,stein
12,2,1,40.7100000000003,50.0680000000012,35.3388333333327,43.1980000000006,13.668,0.769333333333334,55.088000000001,0.396,stein
18,2,1,41.5080000000003,51.0720000000014,37.2794444444453,45.5815555555581,15.846,0.606222222222218,53.9060000000007,0.302,stein
